"filename","inv_num","ee_id_show","year","h","w","x"
"artney_-adid-2019-054-db---cTgi.jpg","2019-054",,2019,300,449,
"acool-2019-050-db---zJ1w.jpg","2019-050",,2019,300,200,
"creibleworkut-2019-048-db---LGoM.jpg","2019-048",,2019,300,200,
"tea-mix-2019-045-db-ih--cIDu.jpg","2019-045",,2019,300,225,
"vyb-2019-042-db---oTXc.jpg","2019-042",,2019,300,200,
"firstsite-2019-05-db-da--NqdM.jpg","2019-037",,2019,300,450,
"firstsite-2019-05-db-da--JbLc.jpg","2019-037",,2019,300,200,
"firstsite-2019-05-db-da--9oP0.jpg","2019-036",,2019,300,200,
"firstsite-2019-05-db-da--7aAs.jpg","2019-036",,2019,300,200,
"firstsite-2019-05-db-da--Qitn.jpg","2019-033",,2019,300,450,
"responce-2019-027-db-ih--oHP0.jpg","2019-027",,2019,300,210,
"til-hele-2019-009-db-ih--jfR1.jpg","2019-009",,2019,300,201,
"dunk-2019-005-db-saf--sLpd.jpg","2019-005",,2019,300,449,
"destroyed-jeans-2018-125-db-saf--wbBE.jpg","2018-125",,2019,300,438,
"destroyed-jeans-2018-125-db-saf--2s34.jpg","2018-125",,2019,300,542,
"dunk-2018-094-db-ug--Avge.jpg","2018-094",,2019,300,400,
"portrait-2018-10-db-j--Ai78.jpg",,4447,2018,300,450,
"ICA-Boston-2018-03-install-3-database-cm-P29H.jpg",,4424,2018,300,450,
"difference-engine-2018-06-web-lg--3AkC.jpg",,4428,2018,300,450,"n"
"difference-engine-2018-06-web-ih--boGS.jpg",,4428,2018,300,472,
"difference-engine-2018-06-web-lg--WSy0.jpg",,4428,2018,300,450,"n"
"difference-engine-2018-06-web-ih--d213.jpg",,4428,2018,300,487,
"difference-engine-2018-06-web-lg--osHt.jpg",,4428,2018,300,450,
"difference-engine-2018-06-web-lg--SfNZ.jpg",,4428,2018,300,404,
"difference-engine-2018-06-web-lg--V2lF.jpg",,4428,2018,300,450,
"difference-engine-2018-06-web-ih--oqOy.jpg",,4428,2018,300,450,"n"
"difference-engine-2018-06-web-lg--FdBW.jpg",,4428,2018,300,450,
"difference-engine-2018-06-web-lg--1Pd9.jpg",,4428,2018,300,450,
"difference-engine-2018-06-web-lg--4cDw.jpg",,4428,2018,300,450,
"difference-engine-2018-06-web-lg--0udS.jpg",,4428,2018,300,450,
"difference-engine-2018-06-web-lg--07Cz.jpg",,4428,2018,300,200,
"difference-engine-2018-06-web-lg--SJPP.jpg",,4428,2018,300,450,
"difference-engine-2018-06-web-lg--lSZD.jpg",,4428,2018,300,450,
"flagship-2017-062-web-jih--IXPs.jpg",,4509,2018,300,200,
"flagship-2017-062-web-jih--m4dl.jpg",,4509,2018,300,450,
"flagship-2017-062-web-jih--tk7V.jpg",,4509,2018,300,450,
"flagship-2017-062-web-jih--Uly0.jpg",,4509,2018,300,200,
"sharjah-biennial-2019-03-db-ih--LoHh.jpg","2018-134",,2018,300,400,
"ropac-install-2019-01-db---oU9j.jpg","2018-124",,2018,300,450,
"ropac-install-2019-01-db-ih--NmzH.jpg","2018-124",,2018,300,200,
"the-original-2018-124-db-ug--Gtcn.jpg","2018-124",,2018,300,450,
"the-original-2018-124-db-ug--3Eyf.jpg","2018-124",,2018,300,450,
"untitled-2018-121-db-ug--3efH.jpg","2018-121",,2018,300,300,
"untitled-2018-118-db-ih--RKq7.jpg","2018-118",,2018,300,300,
"untitled-2018-116-db-ug--dadT.jpg","2018-116",,2018,300,300,
"untitled-2018-104-db-ih--2kAV.jpg","2018-104",,2018,300,218,
"untitled-2018-098-db-ih--qTwf.jpg","2018-098",,2018,300,214,
"fil-2018-084-db-ug--CrSE.jpg","2018-084",,2018,300,225,
"ivry-2018-072-db-ug--h7yX.jpg","2018-072",,2018,300,225,
"dukes-2018-071-db-ih--h6Gy.jpg","2018-071",,2018,300,75,
"the-north-face-2018-063-web-ih.jpg","2018-063",,2018,300,400,
"flagship-2017-062-db-jih--eQIH.jpg","2018-052",,2018,300,200,
"flagship-2017-062-db-jih--7Vtk.jpg","2018-045",,2018,300,200,
"flagship-2017-062-db-jih--zY9q.jpg","2018-042",,2018,300,200,
"entreprenuer-2018-037-web-ih--fL9T.jpg","2018-037",,2018,300,446,
"nbc-2018-035-db-ih--3H2d.jpg","2018-035",,2018,300,267,
"photoshop-cs--2018-029-db-ih--YRBL.jpg","2018-029",,2018,300,399,
"peace-old-navy-2018-021-database-dt--VIT3.jpg","2018-021",,2018,300,200,
"boyfriend-2018-018-database-dt--A4li.jpg","2018-018",,2018,300,200,
"fierce-2018-017-database-dt--8XvR.jpg","2018-017",,2018,300,200,
"dukes-2018-016-database-dt--ViKY.jpg","2018-016",,2018,300,200,
"dukes-2018-015-database-dt--iT96.jpg","2018-015",,2018,300,200,
"three-stripes2018-014-database-02.jpg","2018-014",,2018,300,225,
"three-stripes-2018-013-database-dt--Shcy.jpg","2018-013",,2018,300,200,
"difference-engine-2018-06-db-lg--1Pd9.jpg","2018-010",,2018,300,450,
"cats-2018-006-full-database-ih-1-1038.jpg","2018-006",,2018,300,236,
